Asin,Brand,Title,Price,keywords,Categories,Bestsellers_rank,Rating,Ratings_total,Bundles,Frequently_bought_together,Newer_model,Color,Connectivity_Technology,Printing_Technology,Printer_Output,Maximum_Print_Speed_Color,Weight,Depth,Width,Height,Special_Feature,TotalNo_Special_Feature
B0C81DZTX4,Aixiqee,Portable Printer Wireless for TravelÔº Bluetooth Thermal Printer Support 8 5  X 11  US Letter  Legal  A4 A5 Thermal Paper  Inkless Printer Compatible with iOS  Android   Laptop for Office Car Home,129.73,21,Office Products,1313,4.4,479,0,2,0,black,bluetooth,Thermal,Color,0,907.2,1.55,4.8,1.91,['Portable'],1
B0CGWCZV4N,FasionMior,Sticker Printer Machine  Mini Thermal Printer  Inkless Notes Printer Mini  Portable Bluetooth Pocket Phone Printer for Journal  Photos  Notes  Kids Gift  Pink Mini Printer Sticker Maker,17.99,25,Electronics,64568,4.3,25,0,2,0,pink,bluetooth,Thermal,Color,0,221.13,0.79,1.18,1.18,"['Bluetooth', 'Portable']",2
B0BTTGHZ4M,TOKYOINK,TOKYOINK 63XL Ink Cartridges Black and Color Combo Pack Remanufactured Replacement for HP 63 63XL Ink Compatible with HP Envy 4520 4512 OfficeJet 3830 4650 5258 5255 4652 4655 Deskjet 2130 Printer,22.98,25,Electronics,55321,4.1,85,0,2,0,other,bluetooth,other,Color,0,181.44,3.34,2.95,2.95,['380'],1
B08P3X7LHT,Canon,Canon PIXMA G1220 Single Function MegaTank Inkjet Printer  Print Only  Black   4469C002 ,167,12,Electronics,202285,3.8,359,0,2,1,black,usb,Inkjet,Color,5,4808.16,13,17.6,5.4,['wireless'],1
B0BVBWCW9X,Rohon,Rohon 952xl Latest Upgrade Compatible Ink Cartridges Combo Pack Replacement for HP 952 XL Use with Officejet Pro 7740 8210 8710 8720 8740 8715 7720 8725 8730  4 Packs   Black  Cyan  Yellow  Magenta,39.99,25,Electronics,727,4.1,1891,0,2,0,other,bluetooth,other,Color,0,280.665,1,1,1,['Printer'],1
B0CGTW59BL,iDPRT,iDPRT Bluetooth Thermal Label Printer  4X6 Shipping Label Printer for Small Business and Shipping Packages  Support Windows  Mac  iOS  Android  Used for Amazon  Shopify  Ebay  UPS  USPS Bluetooth USB Black Mini,99.99,20,Electronics,2160,4.2,5007,1,2,0,black mini,bluetooth,Thermal,Color,0,961.632,3.02,2.59,1.43,"['Portable', ' No ink No toner', ' Support iOS', ' Android', ' Windows', ' mac OS', ' Chrome OS', 'Linux', 'Raspberry Pi', ' Auto Decetion', ' High-speed Printing See more']",11
B0CQN8Q237,HuiJuKeJi,HuiJuKeJi Mini Sticker Printer Cat Bluetooth Smart Pocket Inkless Thermal Printer with 7 Rolls Thermal Paper and Sticker for iOS Android  Portable Receipt Printer for Photo Journal Notes Memo   Pink,23.99,24,Electronics,145063,4.3,8,0,2,0,pink,bluetooth,"Thermal, APP, Inkless",Color,1,388.395,0.39,0.39,0.39,['mini pocket Thermal Printer with 7 Rolls Thermal Paper'],1
B0CGCS8RWJ,Brother,Brother Print   Cut MFC J1800DW Wireless Color All in One Inkjet Printer with Automatic Paper Cutter   Includes 4 Month Refresh Subscription Trial 1   Amazon Dash Replenishment Ready,199.99,21,Electronics,56433,4.4,26,0,2,0,white,wi-fi usb,Inkjet,Color,16.5,8164.8,13.5,15.7,6.8,"['Auto-Duplex', ' Energy Star', ' Display Screen', ' Auto Document Feeder']",4
B00TRBZGHU,Laser Tek Services,Laser Tek Services Atrix Omega Toner Printer Electronics Service Vacuum,320.99,9,Home & Kitchen,463524,5,2,0,0,0,other,bluetooth,other,Color,0,5320.728,8,8,8,['Handheld'],1
B0CL8TSB7L,PRINHSJI,Mini Sticker Thermal Printer  Bluetooth Inkless Pocket Printer Compatible with iOS   Android Portable Receipt Printer for Photo Notes Memo Pink,22.77,17,Electronics,73021,3.7,17,0,2,0,pink,bluetooth,"Mini,Portable",Color,35,416.6,3.24,3.24,1.57,['Portable'],1
B0CFM7BTW8,HP,HP OfficeJet Pro 8135e Wireless All in One Color Inkjet Printer  Print  scan  Copy  fax  ADF  Duplex Printing Best for Home Office  3 Months of Ink Included  40Q35A ,169.99,16,Electronics,1795,3.3,81,0,2,0,light cement,bluetooth,Inkjet,Color,10,7983.36,13.29,18.12,9.17,"['Forest First product with HP+; FSC Certified Packaging; Contains ocean-bound recycled plastic; 45% post-consumer recycled plastic; Recyclable through HP Planet Partners', ' HP Instant Ink eligible; Automatic document feeder; Touchscreen; Quiet mode; Print over VPN with HP+ See more']",2
B07FN78LY5,Brother,Brother HL L3290CDW Wireless Color Laser Printer New Model  HLL3290CDW,369.98,6,Electronics,11061,4.2,2771,0,2,0,white,wireless,Laser,Color,25,21682.08,18.7,16.1,14.5,['wireless'],1
B01BYKB774,HP,HP 902 Black Ink Cartridge   Works with HP OfficeJet 6950  6960 Series  HP OfficeJet Pro 6960  6970 Series   Eligible for Instant Ink   T6L98AN,21.89,15,Office Products,590,4.6,11086,0,0,0,white,bluetooth,Inkjet,Color,0,31.752,1,1,1,['300'],1
B0B6TZT6B8,Ubinki,Compatible Ink Cartridge Replacement for Canon 245XL 246XL  Black Color 2 Pack  245 246 PG245 CL246 XL to MX490 TR4520 TS3322 TR4522 TR4500 TS3122 TS3300 MX492 MG2522 TS3320 TS3100 Printer,29.49,23,Electronics,2865,4.5,1151,0,2,0,black,bluetooth,other,Color,0,67.7565,1.47,4.23,3.05,['600'],1
B0BVXMBJGH,HP,HP Color LaserJet Pro 4201dw Wireless Printer  Print  Fast speeds  Easy setup  Mobile printing  Advanced security  Best for small teams  Works with Alexa New version,419,19,Electronics,18070,4.2,1299,0,2,0,white,usb,Laser,Color,33,8128.512,6.54,4.45,6.61,"['Compact', ' Works with Alexa']",2
B0CKXJGBT3,POLONO,POLONO P31S Label Maker Machine with Tape  Portable Thermal Printer  Portable Bluetooth Label Printer for Organizing Storage Office Home  Sticker Maker Mini Label Maker with Multiple Templates  White,29.99,27,Electronics,409,4.7,130,13,2,0,white,bluetooth,Thermal,Color,0,221.13,0.74,1.77,2.56,"['Portable', ' Clear Printing', ' Easy to Use', ' Rechargeable', ' Wireless', ' Inkless', ' Text', ' QR code', ' Barcode', ' Materials', ' Images', ' Time and Borders See more']",12
B0CRRXBH19,Grathia,Portable Thermal Printer Wireless Travel  Bluetooth Printer for Phone  Support 8 3  11 6  US Letter Compact Inkless Printer for School Home,65.99,16,Electronics,132230,2.8,6,0,2,0,white,bluetooth,Thermal,Color,0,648.648,0.91,4.06,0.28,['Portable'],1
B099MLDBKJ,JADENS,JADENS Bluetooth Thermal Shipping Label Printer ‚   Wireless 4x6 Shipping Label Printer  Compatible with Android iPhone and Windows  Widely Used for Ebay  Amazon  Shopify  Etsy  USPS,99.99,21,Electronics,981,4.4,5236,5,2,0,blue,bluetooth usb,Thermal,Color,0,2000,2.33,3.57,2.33,"['Bluetooth', 'Wireless']",2
B08DXBLK14,Epson,Epson¬  Workforce¬  Pro WF 3820 Wireless Color Inkjet All in One Printer  Black Large,99.99,10,Electronics,3399,4,2640,0,0,0,black,wireless,Inkjet,Color,11,8799.84,16.7,19.4,9.8,['wireless'],1
B09XQM9PB3,Brother,Brother Monochrome Laser All in One MFCL2710DW Value Version  MFCL2717DW  adds 2 Year Warranty MFCL2710DW Value Bundle  MFCL2717DW ,219.99,11,Electronics,1629,4.5,9197,0,2,0,black gray,usb,Laser,Color,0,11793.6,6.18,6.34,4.92,"['Auto-Duplex', ' Scan To Email', ' Network-Ready', ' Energy Star', ' Auto Document Feeder']",5
B0CNJY5ZNP,VICTONER,TN227 TN 227BK C M Y Toner Cartridge  Compatible Replacement for Brother TN227 TN223 TN 227 for MFC L3770CDW HL L3290CDW MFC L3750CDW HL L3270CDW HL L3210CW Printer  TN 223BK C M Y High Yield 5 Pack ,72.99,19,Electronics,0,4.5,92,0,2,0,black cyan magenta yellow ,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['High Yield'],1
B0763X6TCW,Brother,Brother MFCL2750DW Monochrome All in One Wireless Laser Printer  Duplex Copy   Scan  Includes 4 Month Refresh Subscription Trial and Amazon Dash Replenishment Ready New Model  MFCL2750DW,299.98,19,Office Products,4333,4.5,4189,0,0,0,black,wired wi-fi,Laser,Color,0,12020.4,6.18,6.34,4.92,['Auto-Duplex'],1
B0C9GP8VMG,SANUNE,Remanufactured Ink Cartridge Replacement for HP Ink 61 61XL Combo Pack for HP Envy 4500 5530 4502 5535 5534 OfficeJet 4630 4635 Deskjet 1000 1010 1510 1512 2540 Printer  1 Black  1 Tri Color ,19.98,24,Electronics,20577,4.5,90,0,2,0,other,bluetooth,other,Color,0,119.07,2.95,2.76,2.76,['650'],1
B0BCCMCRY8,HP,HP Envy Inspire 7958e Wireless Color All in One Printer with 6 Months Free Ink with HP   327A7A   White,129.99,13,Electronics,3822,3.9,1004,0,2,0,white,wi-fi,Inkjet,Color,10,8119.44,40,47,23,['auto-document feeder'],1
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer   Thermal Label Printer   4x6 Desktop Barcode USB Label Printer for Small Business   Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,Electronics,13507,4.1,336,0,2,0,black,usb,Thermal,Color,0,700,2.99,1.54,1.54,"['Portable', ' printer model:4B-2054N', ' Only USB Connection']",3
B0009WH87M,HP,HP 22 Tri color Ink Cartridge   Works with DeskJet D1300  D1400  D1500  D2300  D2400  F300  F2100  F2200  F4100  3900  OfficeJet J3600  4315  5600  PSC 1410  Fax 1250  3180 Series   C9352AN,37.89,24,Office Products,10015,4.7,2649,0,0,0,white,bluetooth,Inkjet,Color,0,36.288,3.7,11.2,10.3,['165'],1
B0BL466Y41,HP,HP Smart  Tank 5101 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  1F3Y0A    White ST 5001,189.99,14,Electronics,444,4.1,2020,0,2,0,white,wi-fi usb,Inkjet,Color,5,5034.96,14.23,17.11,6.19,['Refillable Ink Tank'],1
B083ZYLGGR,HP,HP Color LaserJet Pro M283fdw Wireless All in One Laser Printer  Remote Mobile Print  Scan   Copy  Duplex Printing  Works with Alexa  7KW75A   White,429,19,Electronics,757,4.4,3834,0,2,0,white,wired wi-fi,Laser,Color,22,21500.64,16.5,16.6,13.2,"['Auto-Duplex', ' Network-Ready', ' Optional HP High Yield Replacement Cartridges', ' Auto-Duplex', ' CD-Printing', ' Portable', ' Cloud Print Enabled See more']",7
B08XYP6BJV,HP,HP DeskJet 2755e Wireless Color inkjet printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white,49.89,17,Electronics,11,4.1,41659,0,2,0,white,wireless usb,Inkjet,Color,5.5,3447.36,11.97,16.7,6.06,['auto-document feeder'],1
B08XYRDSL7,HP,HP DeskJet 4155e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white,59.99,18,Electronics,141,4.1,22591,0,2,0,white,usb,Inkjet,Color,5.5,4808.16,13.07,16.85,7.87,"['Network-Ready', ' Energy Star Certified', ' Decal-Printing', ' Cloud Print Enabled']",4
B08XYRVSRT,HP,HP ENVY 6055e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white New,79.99,17,Electronics,184,4,10498,0,2,0,white,wired wireless,Inkjet,Color,7,5216.4,14.21,17.03,5.2,['auto-duplex'],1
B01997163Y,Hammermill,Hammermill Printer Paper  Premium Multipurpose Paper 24 lb  8 5 x 11 1 Pallet  160 000 Sheets    97 Bright  Made in the USA  105810P Pallet   160k Sheets 24 lb,93.17,13,Office Products,650,4.8,7224,0,0,0,yellow white,bluetooth,other,Color,0,963900,46.5,35,52,['Smooth'],1
B0BHXNP6B1,Epson,Epson EcoTank ET 2803 Wireless Color All in One Cartridge Free Supertank Printer with Scan  Copy and AirPrint Support White EcoTank ET 2803 Printer,199.99,14,Electronics,80,4.4,8388,0,2,0,white,wi-fi usb,Inkjet,Color,5,3991.68,22.8,14.8,10,"['Scanning', ' Refillable Ink Tank']",2
B09WZBZ1JQ,Brother,Brother MFC J1010DW Wireless Color Inkjet All in One Printer with Mobile Device and Duplex Printing  Refresh Subscription and Amazon Dash Replenishment Ready New  MFCJ1010DW,79.99,18,Electronics,298,4.2,4268,0,2,0,black,usb ethernet,Inkjet,Color,9.5,7439.04,13.5,15.7,6.6,['Auto-Duplex'],1
B09CDXKNB9,Canon,Canon PIXMA TR4720 All in One Wireless Printer for Home use  with Auto Document Feeder  Mobile Printing and Built in Fax  Black PIXMA TR4720 BK Printer Printer,79,15,Electronics,530,4.1,8528,0,0,0,black,usb,Inkjet,Color,4.4,5760.72,11.7,17.2,7.5,"['Borderless Printing', ' High Print Quality', ' Compact', ' Double Sided Scanning', ' Auto Document Feeder', ' Auto-Duplex See more']",6
B08QR6P8KV,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with bonus 6 months Instant ink with HP   1G5L3A  Gray Old Version,93.17,13,Electronics,4631,4.1,6186,0,0,0,gray,wired wireless,Inkjet,Color,18,9253.44,13.48,17.3,10.94,"['Wireless', ' Scan To Email', ' Auto-Duplex', ' Double Sided Scanning', ' Auto-Document Feeder']",5
B078X1DQ2Y,Canon,Canon TS202 Inkjet Photo Printer  Black Black INKJET PRINTER,39,6,All Departments,3575,3.9,5888,0,0,0,black,usb,Inkjet,Color,10,2494.8,8.5,16.8,4.9,"['refillable', 'compact']",2
B0BDCZKJLS,Epson,Epson Expression Home XP 4200 Wireless Color All in One Printer with Scan  Copy  Automatic 2 Sided Printing  Borderless Photos and 2 4  Color Display Black,78.99,20,Electronics,2217,3.9,1365,0,2,0,black,wi-fi usb,Inkjet,Color,5,4309.2,22.7,14.8,9.5,"['Auto-Duplex', ' Energy Star']",2
B0CFM7BTW8,HP,HP OfficeJet Pro 8135e Wireless All in One Color Inkjet Printer  Print  scan  Copy  fax  ADF  Duplex Printing Best for Home Office  3 Months of Ink Included  40Q35A ,169.99,16,Electronics,0,3.3,81,0,2,0,light cement,bluetooth,Inkjet,Color,10,7983.36,7.839467456,7.963402367,5.807751479,"['Forest First product with HP+; FSC Certified Packaging; Contains ocean-bound recycled plastic; 45% post-consumer recycled plastic; Recyclable through HP Planet Partners', ' HP Instant Ink eligible; Automatic document feeder; Touchscreen; Quiet mode; Print over VPN with HP+ See more']",2
B08XW7LT9P,HP,HP OfficeJet 8015e Wireless Color All in One Printer with 6 Months Free Ink with HP  228F5A   White New,159.99,12,Electronics,782,4.1,4912,0,2,0,white,wireless,Inkjet,Color,10,8164.8,13.29,18.11,9.17,"['Network-Ready', ' Energy Star']",2
B09TG52XT4,Canon,Canon PIXMA TS6420a All in One Wireless Inkjet Printer  Print Copy Scan   Black  Works with Alexa TS6420a BK  1 44  OLED DISPLAY,59,14,Electronics,314,4.1,3088,0,0,0,black,usb,Inkjet,Color,6.8,6259.68,12.5,15.9,5.9,['Auto-Duplex'],1
B0764NWFP8,Brother,Brother Compact Monochrome Laser Printer  HLL2395DW  Flatbed Copy   Scan  Wireless Printing  NFC with Refresh Subscription Free Trial and Amazon Dash Replenishment Ready New Model  HLL2395DW,189.99,20,Office Products,7482,4.5,6636,0,2,0,black,wired wi-fi,Laser,Color,1,10296.72,16.1,15.7,10.7,['Auto-Duplex'],1
B0CM6HQPQ8,Ubinki,DR820 Drum Unit DR 820 Compatible Replacement for Brother Drum DR820 DR 820 DR 820 for HL L6200DW MFC L5900DW MFC L5850DW HL L5200DW HL L5100DN L5850DW L5900DW L5700DW L6200DW Printer  Black  2 Pack ,49.99,22,Electronics,136915,4.7,4,0,2,0,black,bluetooth,other,Color,0,1388.016,7.839467456,7.963402367,5.807751479,['Printer'],1
B0BB2K5GFW,GZBCKJ,QY6 0083 Color Printhead  Canon Printhead Replacement for Canon MG7180 iP8720 iP8750 iP8780 7110 MG7520,40.99,13,Electronics,57823,3.5,16,0,2,0,other,bluetooth,other,Color,0,90.72,7.839467456,7.963402367,5.807751479,['Printer'],1
B01JUCLLGK,HP,HP OfficeJet Pro 7740 Wide Format All in One Color Printer with Wireless Printing  Works with Alexa  G5J38A   White Black,289.99,15,Electronics,3903,4.2,3911,0,2,0,white black,wired wireless,Inkjet,Color,34,19459.44,18.38,23,15.1,"['Double Sided Scanning', ' Auto-Duplex', ' Energy Star', ' Touch Screen', ' Auto Document Feeder', ' Borderless Printing See more']",6
B09TPZ3HLZ,HP,HP Smart  Tank 6001 Wireless Cartridge Free all in one printer  this ink  tank printer comes with up to 2 years of ink included  with mobile print  scan  copy  2H0B9A ,239.99,19,Electronics,2627,4.1,1370,0,2,0,gray,wired wireless,Inkjet,Color,7,6395.76,16.83,7.82,14.33,"['Auto-Duplex', ' Network-Ready', ' Refillable Ink Tank', ' Borderless Printing']",4
B098DGNVVG,JADENS,JADENS Thermal Shipping Label Printer for Shipping Packages Postage  Bluetooth  Wireless Printer for iPhone  Android PC  Compatible with Amazon  Ebay  USPS  4x6 Label Maker Machine,93.17,20,Electronics,111174,4.1,538,0,0,0,black,usb,Thermal,Color,162,1970,10.63,7.48,7.09,"['Network-Ready', ' Email Print']",2
B0BL466Y41,HP,HP Smart  Tank 5101 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  1F3Y0A    White ST 5001,189.99,14,Electronics,444,4.1,2020,0,2,0,white,wi-fi usb,Inkjet,Color,5,5030.424,14.23,17.11,6.19,['Refillable Ink Tank'],1
B0CCVGD5TJ,JADENS,JADENS Portable Printers Wireless for Travel  Support 8 5  X 11  US Letter  Bluetooth Thermal Printer Compatible with iOS  Android   Laptop  Inkless Mobile Printer for Office  Home  School White,139.99,21,Electronics,972,4.2,865,1,2,0,white,bluetooth,Thermal,Color,0,688,3.94,0.71,1.22,['Wireless'],1
B0BM9BFLMX,Epson,Epson EcoTank ET 2400 Wireless Color All in One Cartridge Free Supertank Printer with Scan and Copy ‚   Easy  Everyday Home Printing  Black All in One Printer,179.99,17,Electronics,1268,4.2,1062,0,2,0,black,wi-fi usb,Inkjet,Color,5,3900.96,22.8,14.8,10,"['Energy Star', ' Refillable Ink Tank']",2
B0763X6TCW,Brother,Brother MFCL2750DW Monochrome All in One Wireless Laser Printer  Duplex Copy   Scan  Includes 4 Month Refresh Subscription Trial and Amazon Dash Replenishment Ready New Model  MFCL2750DW,299.98,19,Office Products,4333,4.5,4189,0,2,0,black,wired wi-fi,Laser,Color,0,12020.4,6.18,6.34,4.92,['Auto-Duplex'],1
B07FTDNZLZ,BETCKEY,BETCKEY   Compatible DYMO 30323  2 1 8  x 4   Shipping Name Badge Labels  Strong Adhesive   Perforated  Compatible with DYMO Labelwriter 450  4XL  Rollo   Zebra Desktop Printers  16 Rolls 3840 Labels  16 rolls  3840 Labels ,36.9,21,Office Products,33235,4.6,254,0,2,0,other,bluetooth,other,Color,0,2199.96,11.14,5.67,4.76,['BETCKEY'],1
B0CSR28SS4,HP,HP Envy 6065e All in One Printer,69.99,4,Electronics,1371,5,1,0,2,0,white,bluetooth wi-fi ethernet,Inkjet,Color,5,5220,7.839467456,7.963402367,5.807751479,['Auto-Duplex'],1
B096L98ZBM,Epson,Epson Workforce Pro WF 7310 Wireless Wide Format Printer with Print up to 13  x 19   Auto 2 Sided Printing up to 11  x 17   500 sheet Capacity  2 4  Color Display  Smart Panel App  Medium Black WF 7310 DUAL TRAY  500 sheets  FAX ADF PRINT COPY SCAN,199.99,20,Electronics,6236,3.9,2037,0,2,0,black,wi-fi usb,Inkjet,Color,12,13517.28,20.3,34.9,17.6,['Wireless'],1
B09D7WWJQZ,Canon,Canon PIXMA 3522 Series All in One Color Inkjet Printer I Print Copy Scan I Mobile Printing I Wireless I 1 5  Segment LCD I 50 Sheets Paper Tray I 4800 x 1200 dpi I Black   Printer Cable,42.06,24,Electronics,88057,4,104,0,0,0,black,wi-fi usb,Inkjet,Color,0,3991.68,5.08,6.77,2.28,['Wireless'],1
B083ZY524C,HP,HP Color LaserJet Pro M255dw Wireless Laser Printer  Remote Mobile Print  Duplex Printing  Works with Alexa  7KW64A   White,299,16,Electronics,2884,4.3,2062,0,2,1,white,wired wi-fi,Laser,Color,22,14800,15.4,16.5,9.7,"['Auto-Duplex', ' Network-Ready', ' Optional HP High Yield Replacement Cartridges', ' Cloud Print Enabled', ' HP Auto-On/Auto-Off Function See more']",5
B0BBP1N7JC,HP,HP DeskJet 2734e Wireless Color All in One Printer with 3 Months Free Ink  26K72A   White,93.17,11,Electronics,21498,4.2,2815,0,0,0,white,bluetooth wi-fi usb,Inkjet,Color,5.5,2766.96,40,47,23,['Scanning'],1
B0CLR5ZB27,Mulakn,67XL Ink Cartridge for HP Ink 67 HP 67XL for HP DeskJet 2755e 2700 2700e 2723e 2734e 2755e 2755 4155e 4155 Envy 6000 6055e 6055 6400 6455e Envy Pro 6452 6458 6475 Printer Combo Pack  1Black 1Color ,31.99,28,Electronics,21104,4.3,40,0,2,0,other,bluetooth,other,Color,0,141.75,7.839467456,7.963402367,5.807751479,['700'],1
B00HM0IVDY,Canon,Canon Pixma iX6820 Wireless Business Printer with AirPrint and Cloud Compatible  Black,179,11,All Departments,9444,4.2,4079,0,2,0,black,wireless ethernet usb,Inkjet,Color,10.4,8119.44,12.3,23,6.3,"['Quiet Mode', ' AirPrint and Google Cloud Print', ' 5-Color Ink System', ' Auto Power On and Off Settings']",4
B01LZ662EM,Canon,Canon MG Series PIXMA MG2525 Inkjet Photo Printer with Scanner Copier  Black,59,10,All Departments,0,4,3261,0,2,0,black,usb,Inkjet,Color,4,3447.36,7.839467456,7.963402367,5.807751479,['Memory Card Slot'],1
B085VMW9YD,Canon,Canon PIXMA TR150 Wireless Portable Printer New,198,6,Electronics,1277,4.5,3565,0,2,0,black,wi-fi usb,Inkjet,Color,5.5,2041.2,7.3,12.7,2.6,"['portable', 'wireless']",2
B09TGB62D8,Canon,Canon PIXMA TR7020a All in One Wireless Color Inkjet Printer  with Duplex Printing  Mobile Printing  and Auto Document Feeder  Black  Works with Alexa Printer TR7020a BK  1 44  OLED Display,99,20,Electronics,2574,4.2,2141,0,0,0,black,wireless,Inkjet,Color,6.8,8210.16,15.9,14.4,8.2,"['Network-Ready', ' Display Screen', ' Auto Document Feeder']",3
B0BCCMCRY8,HP,HP Envy Inspire 7958e Wireless Color All in One Printer with 6 Months Free Ink with HP   327A7A   White,129.99,13,Electronics,3822,3.9,1004,0,0,0,white,wi-fi,Inkjet,Color,10,8119.44,40,47,23,['auto-document feeder'],1
B09BBLN72F,HP,HP ENVY Inspire 7955e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  White New,179.99,19,Electronics,4768,4.1,2635,0,2,0,white,wired wireless,Inkjet,Color,10,8119.44,15.08,18.11,9.21,"['Sustainable design made of over 45% recycled plastic', ' True-to-phone color quality prints', ' Dedicated photo tray for seamless printing', ' Automatic document feeder', ' Two-sided photo printing', ' Dynamic security enabled printer See more']",6
B07G6BH2C7,Canon,Canon TS9521C All In One Wireless Crafting Photo Printer  12X12 Printing  White  Amazon Dash Replenishment Ready,199,14,All Departments,6982,4.4,1205,0,2,0,white,wireless bluetooth usb ethernet,Inkjet,Color,10,9661.68,18.5,14.5,7.6,"['Scanning', ' Auto Document Feeder', ' Borderless Printing', ' Memory Card Slot']",4
B01IIOMNIG,Canon,Canon Office Products MAXIFY MB2120 Wireless Color Photo Printer with Scanner  Copier and Fax Printer Only,158.66,12,All Departments,51160,4.2,872,0,2,0,black,usb,Inkjet,Color,1,10523.52,18.1,18.3,10.3,['Wireless'],1
B091JC6CNY,Brother,Brother Premium MFC L2690DW Compact Monochrome All in One Laser Printer,147.57,8,Electronics,22184,4.5,948,0,2,0,black,wi-fi usb,Laser,Color,26,9072,21,15.8,19.8,['Wireless'],1
B0BTY4BPZV,Epson,Epson EcoTank ET 2850 Wireless Color All in One Cartridge Free Supertank Inkjet Printer  White   Print Scan Copy   1 44  LCD Display  10 ppm  4800 x 1200 dpi  2 Sided Printing  Voice Activated,260,21,Electronics,17446,4.5,72,0,2,0,white,wi-fi usb,Inkjet,Color,0,5397.84,5.39,5.83,2.91,['Wireless'],1
B0CPL7HRQN,Brother,Brother HL L2405W Wireless Compact Monochrome Laser Printer with Mobile Printing  Black   White Output   Includes Refresh Subscription Trial 1   Amazon Dash Replenishment Ready New  HLL2405W  Wireless ,99.99,21,Electronics,547,4.1,1288,0,2,0,black,wi-fi usb,Laser,Color,0,6849.36,5.59,5.51,2.83,"['Auto-Duplex', ' Network-Ready', ' Energy Star', ' Epeat Qualified']",4
B07PDNS5CZ,Epson,Epson Expression Premium XP 6100 Wireless Color Photo Printer with Scanner and Copier  Black  Medium,99.99,13,Electronics,4114,4.1,4643,0,2,0,black,wireless,Inkjet,Color,11.3,6622.56,5.39,7.8,2.2,['Voice Activated Printing'],1
B08DXDKF3L,Epson,Epson Workforce Pro WF 4830 Wireless All in One Printer with Auto 2 Sided Print  Copy  Scan and Fax  50 Page ADF  500 sheet Paper Capacity  and 4 3  Color Touchscreen  Works with Alexa  Black  Large WF 4830 DUAL TRAY  500 sheets  FAX ADF PRINT COPY SCAN,149.99,24,Electronics,6838,4,2258,0,0,0,black,wireless,Inkjet,Color,12,14016.24,6.57,7.8,5.12,['Wireless'],1
B0BPW1MDWY,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with 6 Months Free Ink  1G5L3A   Renewed Premium   Gray,159.99,13,Electronics,198,3.9,120,0,2,0,gray,wi-fi usb ethernet,Inkjet,Color,18,10478.16,13.48,17.3,10.94,"['Auto-Duplex', ' Network-Ready', ' Eligible for 6 Months of Free Ink with HP+ Enrollment', ' Cloud Print Enabled See more']",4
B00M27V8UK,HP,HP OfficeJet Pro 6230 Wireless Color Printer  Works with Alexa  E3E03A  Black,128.99,10,Office Products,37040,4,1223,0,2,0,black,wi-fi usb ethernet,Inkjet,Color,10,5080.32,15.16,18.27,5.73,['wireless'],1
B07X6WFH4B,Epson,Epson Workforce WF 110 Wireless Color Mobile Printer White  Small Black Printer WorkForce WF 110   New,199.99,10,Electronics,13514,4.3,756,0,2,0,black,wi-fi,Inkjet,Color,3.8,2086.56,9.1,12.2,8.5,['Portable'],1
B0CPLF5VP5,Brother,Brother HL L2400D Compact Monochrome Laser Printer with Duplex Printing  USB Connection  Black   White Output New  HLL2400D,119.99,13,Electronics,2024,4.4,10876,0,2,0,black,usb,Laser,Color,0,7076.16,5.59,5.51,2.83,"['Auto-Duplex', ' Energy Star', ' Epeat Qualified']",3
B0BJ194Z43,HP,HP Laserjet Pro MFP 3101fdw Wireless Laser All in One Monochrome Printer,309,7,Electronics,15031,4.5,91,0,0,0,white,usb,Laser,Color,0,12179.16,6.5,4.84,6.18,"['Auto-duplex', ' Works with Alexa']",2
B0BSMJM9W1,Canon,Canon Color imageCLASS LBP632Cdw Wireless Mobile Ready Laser Printer  22ppm White,199,11,Electronics,5137,4.1,348,0,2,0,black,wired wireless,Laser,Color,22,16012.08,16.5,17,11.3,"['Auto-Duplex', ' Network-Ready', ' Energy Star', ' Epeat Qualified', ' Display Screen']",5
B0CFD1F21L,Brother,Brother HL L3300CDW Wireless Digital Color Multi Function Printer with Laser Quality Output  Copy   Scan  Duplex  Mobile   Includes 4 Month Refresh Subscription Trial ¬π Amazon Dash Replenishment Ready,339.99,24,Electronics,12536,4.6,20,0,2,0,white,wi-fi usb,Laser,Color,19,18506.88,16.1,17.5,14,"['Auto-Duplex', ' Network-Ready']",2
B08XZR12TR,Canon,Canon PIXMA TS3520 Compact Wireless All in One Printer  White TS3520   White,59,8,Electronics,2631,4.1,3513,0,0,0,white,wi-fi usb,Inkjet,Color,4,3946.32,12.9,17.2,5.8,['Wireless'],1
